2.480	4.074	0
2.254	4.086	0
2.066	4.104	0
1.907	4.133125	.003147
1.771	4.18	.00028
1.653	4.231625	.001309
1.550	4.275	.00567
1.459	4.283437	.040022
1.378	4.285	.0745
1.305	4.301875	.080621
1.240	4.325	.0809
1.181	4.355312	.0911
1.127	4.385	.103
1.078	4.401563	.111631
1.033	4.42	.123
0.9919	4.455625	.144813
0.9537	4.495	.167
0.9184	4.526375	.1745
0.8856	4.56	.19
0.8551	4.603687	.2425
0.8266	4.653	.298
0.7999	4.705437	.32475
0.7749	4.763	.345
0.7514	4.82625	.36975
0.7293	4.897	.401
0.7085	4.976187	.445375
0.6888	5.067	.5
0.6702	5.17275	.55675
0.6525	5.294	.638
0.6358	5.445188	.750313
0.6199	5.588	.933
0.6048	5.715437	1.276
0.5904	5.748	1.634
0.5767	5.539312	1.8685
0.5636	5.283	2.049
0.5510	5.171687	2.200875
0.5391	5.062	2.318
0.5276	4.839063	2.40775
0.5166	4.61	2.455
0.5061	4.45675	2.43275
0.4959	4.34	2.384
0.4862	4.24925	2.346375
0.4769	4.18	2.309
0.4679	4.123937	2.2735
0.4592	4.082	2.24
0.4509	4.05225	2.20875
0.4428	4.035	2.181
0.4350	4.03025	2.1565
0.4275	4.037	2.14
0.4203	4.055938	2.135563
0.4133	4.082	2.145
0.4065	4.113312	2.1725
0.3999	4.141	2.215
0.3936	4.1545	2.273813
0.3875	4.157	2.34
0.3815	4.147125	2.405437
0.3757	4.128	2.469
0.3701	4.100312	2.526562
0.3647	4.07	2.579
0.3594	4.043563	2.624125
0.3542	4.02	2.667
0.3493	4.001062	2.712
0.3444	3.985	2.759
0.3397	3.970687	2.809062
0.3351	3.958	2.863
0.3306	3.946312	2.921562
0.3263	3.936	2.986
0.3220	3.927562	3.05675
0.3179	3.92	3.137
0.3139	3.91375	3.228563
0.3100	3.905	3.336
0.3061	3.893812	3.462751
0.3024	3.869	3.614
0.2988	3.830187	3.797751
0.2952	3.745	4.009
0.2917	3.585125	4.272563
0.2883	3.338	4.507
0.2850	2.936752	4.642375
0.2818	2.516	4.669
0.2786	2.197689	4.514188
0.2755	1.953	4.297
0.2725	1.809687	4.120937
0.2695	1.72	3.96
0.2666	1.643937	3.825937
0.2638	1.586	3.709
0.2610	1.537563	3.60375
0.2583	1.498	3.509
0.2556	1.463563	3.422063
0.2530	1.435	3.342
0.2505	1.412063	3.266813
0.2480	1.394	3.197
0.2455	1.379812	3.132187
0.2431	1.37	3.073
0.2407	1.365062	3.02
0.2384	1.364	2.973
0.2362	1.366375	2.931438
0.2339	1.371	2.897
0.2317	1.377625	2.8715
0.2296	1.383	2.854
0.2275	1.3835	2.845062
0.2254	1.38	2.842
0.2234	1.372937	2.842
0.2214	1.36	2.846
0.2194	1.340062	2.855812
0.2175	1.31	2.866
0.2156	1.262688	2.873375
0.2138	1.209	2.873
0.2119	1.1575	2.856
0.2101	1.108	2.831
0.2084	1.0625	2.80225
0.2066	1.023	2.774
